Flight Time, Lat, Long, Altitude (ft), Date, Hour:Min:Sec, Fix,Internal Ambient (K), External Ambient (K), Battery (K), OPC (K), OPC Heater Status, Battery Heater Status, External Pressure (PSI), MS5607 temperature (C), MS5607 pressure (PA)
3:52:10,43.8589,-92.7083,116610.6,5/16/2019,21:45:52,10,Fix,305.27,306.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:52:15,43.8590,-92.7090,116659.1,5/16/2019,21:45:57,10,Fix,305.34,306.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:52:20,43.8592,-92.7097,116705.4,5/16/2019,21:46:2,10,Fix,305.34,306.65,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:52:25,43.8593,-92.7105,116753.9,5/16/2019,21:46:7,10,Fix,305.34,306.65,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:52:30,43.8593,-92.7113,116803.5,5/16/2019,21:46:12,10,Fix,305.40,306.65,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:52:35,43.8594,-92.7121,116846.5,5/16/2019,21:46:17,10,Fix,305.40,306.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:52:40,43.8594,-92.7129,116889.8,5/16/2019,21:46:22,10,Fix,305.40,305.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:52:45,43.8594,-92.7138,116935.7,5/16/2019,21:46:28,9,Fix,305.46,305.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:52:50,43.8593,-92.7147,116982.0,5/16/2019,21:46:33,9,Fix,305.46,304.65,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:52:55,43.8593,-92.7155,117028.9,5/16/2019,21:46:38,10,Fix,305.52,304.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:00,43.8592,-92.7164,117076.4,5/16/2019,21:46:43,10,Fix,305.59,304.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:05,43.8592,-92.7174,117123.0,5/16/2019,21:46:48,10,Fix,305.59,304.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:10,43.8590,-92.7184,117167.3,5/16/2019,21:46:53,10,Fix,305.65,304.65,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:15,43.8589,-92.7194,117210.0,5/16/2019,21:46:58,10,Fix,305.65,305.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:20,43.8587,-92.7204,117250.7,5/16/2019,21:47:3,10,Fix,305.71,306.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:25,43.8585,-92.7214,117288.1,5/16/2019,21:47:8,10,Fix,305.71,307.15,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:30,43.8583,-92.7224,117324.5,5/16/2019,21:47:13,10,Fix,305.77,308.15,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:35,43.8580,-92.7235,117362.2,5/16/2019,21:47:18,10,Fix,305.77,308.65,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:40,43.8577,-92.7246,117400.9,5/16/2019,21:47:23,10,Fix,305.84,309.65,302.65,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:45,43.8575,-92.7257,117440.0,5/16/2019,21:47:28,10,Fix,305.84,310.15,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:50,43.8572,-92.7269,117477.4,5/16/2019,21:47:33,10,Fix,305.90,310.15,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:53:55,43.8570,-92.7282,117515.8,5/16/2019,21:47:38,10,Fix,305.90,309.65,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:00,43.8568,-92.7294,117554.1,5/16/2019,21:47:43,10,Fix,305.96,309.15,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:05,43.8565,-92.7307,117590.2,5/16/2019,21:47:48,10,Fix,305.96,308.15,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:10,43.8563,-92.7319,117627.0,5/16/2019,21:47:53,9,Fix,306.02,307.65,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:15,43.8560,-92.7331,117664.4,5/16/2019,21:47:58,10,Fix,306.02,307.15,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:20,43.8558,-92.7344,117704.4,5/16/2019,21:48:3,10,Fix,306.09,306.65,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:25,43.8555,-92.7356,117744.1,5/16/2019,21:48:8,10,Fix,306.09,306.65,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:30,43.8552,-92.7370,117788.1,5/16/2019,21:48:13,10,Fix,306.15,307.15,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:35,43.8549,-92.7384,117835.0,5/16/2019,21:48:18,10,Fix,306.15,307.65,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:40,43.8547,-92.7399,117881.2,5/16/2019,21:48:23,10,Fix,306.15,308.15,303.15,310.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:45,43.8546,-92.7413,117928.5,5/16/2019,21:48:28,10,Fix,306.15,309.15,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:50,43.8544,-92.7427,117979.3,5/16/2019,21:48:33,10,Fix,306.21,310.15,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:54:55,43.8542,-92.7441,118030.8,5/16/2019,21:48:38,10,Fix,306.21,310.65,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:00,43.8541,-92.7455,118081.4,5/16/2019,21:48:43,9,Fix,306.27,311.15,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:05,43.8539,-92.7469,118136.2,5/16/2019,21:48:48,10,Fix,306.27,311.65,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:10,43.8538,-92.7484,118197.5,5/16/2019,21:48:53,10,Fix,306.27,311.15,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:15,43.8536,-92.7499,118258.9,5/16/2019,21:48:58,10,Fix,306.27,310.15,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:20,43.8535,-92.7515,118318.2,5/16/2019,21:49:3,9,Fix,306.34,309.65,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:25,43.8534,-92.7530,118382.9,5/16/2019,21:49:8,10,Fix,306.34,309.15,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:30,43.8533,-92.7545,118464.9,5/16/2019,21:49:13,10,Fix,306.40,308.65,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:35,43.8533,-92.7560,118532.8,5/16/2019,21:49:18,10,Fix,306.40,308.15,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:40,43.8532,-92.7575,118598.1,5/16/2019,21:49:23,10,Fix,306.46,308.15,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:45,43.8532,-92.7590,118666.0,5/16/2019,21:49:28,10,Fix,306.46,308.65,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:50,43.8531,-92.7605,118738.2,5/16/2019,21:49:33,10,Fix,306.46,309.65,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:55:55,43.8531,-92.7619,118813.3,5/16/2019,21:49:38,10,Fix,306.52,310.15,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:00,43.8530,-92.7634,118889.4,5/16/2019,21:49:43,10,Fix,306.59,310.65,303.15,311.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:05,43.8530,-92.7649,118961.6,5/16/2019,21:49:48,10,Fix,306.59,310.65,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:10,43.8531,-92.7664,119027.2,5/16/2019,21:49:53,10,Fix,306.59,310.15,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:15,43.8531,-92.7679,119092.2,5/16/2019,21:49:58,9,Fix,306.65,309.15,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:20,43.8532,-92.7692,119162.7,5/16/2019,21:50:3,10,Fix,306.65,308.65,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:25,43.8532,-92.7706,119230.0,5/16/2019,21:50:8,10,Fix,306.71,308.15,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:30,43.8532,-92.7718,119291.0,5/16/2019,21:50:13,10,Fix,306.71,307.65,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:35,43.8532,-92.7731,119351.7,5/16/2019,21:50:18,10,Fix,306.71,307.15,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:40,43.8532,-92.7744,119413.4,5/16/2019,21:50:23,10,Fix,306.77,307.15,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:45,43.8533,-92.7757,119473.8,5/16/2019,21:50:28,10,Fix,306.77,307.65,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:50,43.8534,-92.7770,119534.1,5/16/2019,21:50:33,10,Fix,306.84,308.15,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:56:55,43.8535,-92.7783,119592.2,5/16/2019,21:50:38,10,Fix,306.84,309.15,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:00,43.8536,-92.7797,119648.6,5/16/2019,21:50:43,10,Fix,306.90,309.65,303.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:05,43.8536,-92.7810,119707.7,5/16/2019,21:50:48,10,Fix,306.90,309.65,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:10,43.8537,-92.7823,119762.8,5/16/2019,21:50:53,10,Fix,306.90,309.15,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:15,43.8537,-92.7835,119805.8,5/16/2019,21:50:58,10,Fix,306.96,308.15,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:20,43.8538,-92.7847,119846.1,5/16/2019,21:51:3,10,Fix,306.96,307.65,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:25,43.8538,-92.7859,119889.4,5/16/2019,21:51:8,10,Fix,307.02,307.65,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:30,43.8539,-92.7871,119932.1,5/16/2019,21:51:13,10,Fix,307.02,308.15,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:35,43.8540,-92.7883,119972.4,5/16/2019,21:51:18,10,Fix,307.09,309.15,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:40,43.8540,-92.7895,120005.9,5/16/2019,21:51:23,10,Fix,307.09,309.65,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:45,43.8541,-92.7906,120037.7,5/16/2019,21:51:28,10,Fix,307.09,310.15,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:50,43.8542,-92.7917,120070.2,5/16/2019,21:51:33,10,Fix,307.15,310.15,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:57:55,43.8542,-92.7928,120102.4,5/16/2019,21:51:38,10,Fix,307.15,309.15,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:00,43.8542,-92.7938,120131.2,5/16/2019,21:51:43,10,Fix,307.21,308.65,303.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:05,43.8542,-92.7949,120157.8,5/16/2019,21:51:48,10,Fix,307.21,308.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:10,43.8542,-92.7959,120183.7,5/16/2019,21:51:53,10,Fix,307.27,308.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:15,43.8542,-92.7969,120209.3,5/16/2019,21:51:58,10,Fix,307.27,309.15,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:20,43.8543,-92.7979,120234.6,5/16/2019,21:52:3,10,Fix,307.27,310.15,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:25,43.8544,-92.7989,120257.5,5/16/2019,21:52:8,10,Fix,307.34,310.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:30,43.8545,-92.7999,120281.5,5/16/2019,21:52:13,9,Fix,307.34,310.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:35,43.8545,-92.8008,120305.8,5/16/2019,21:52:18,10,Fix,307.34,310.15,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:40,43.8545,-92.8017,120327.4,5/16/2019,21:52:23,10,Fix,307.34,309.15,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:45,43.8545,-92.8027,120344.8,5/16/2019,21:52:28,10,Fix,307.34,308.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:50,43.8545,-92.8036,120364.5,5/16/2019,21:52:33,10,Fix,307.40,308.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:58:55,43.8545,-92.8045,120387.8,5/16/2019,21:52:38,10,Fix,307.40,309.15,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:00,43.8545,-92.8054,120410.8,5/16/2019,21:52:43,10,Fix,307.40,309.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:05,43.8546,-92.8064,120426.5,5/16/2019,21:52:48,10,Fix,307.40,310.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:10,43.8546,-92.8074,120443.6,5/16/2019,21:52:53,10,Fix,307.40,310.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:15,43.8546,-92.8083,120468.5,5/16/2019,21:52:58,10,Fix,307.40,310.15,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:20,43.8545,-92.8092,120490.8,5/16/2019,21:53:3,10,Fix,307.40,309.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:25,43.8544,-92.8101,120504.6,5/16/2019,21:53:8,10,Fix,307.40,308.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:30,43.8543,-92.8110,120521.0,5/16/2019,21:53:13,10,Fix,307.46,308.15,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:35,43.8542,-92.8118,120543.3,5/16/2019,21:53:18,9,Fix,307.46,307.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:40,43.8541,-92.8127,120568.2,5/16/2019,21:53:23,9,Fix,307.46,307.15,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:45,43.8540,-92.8135,120591.9,5/16/2019,21:53:28,10,Fix,307.46,307.15,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:50,43.8539,-92.8143,120609.3,5/16/2019,21:53:33,10,Fix,307.46,307.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:59:55,43.8537,-92.8152,120621.1,5/16/2019,21:53:38,10,Fix,307.46,308.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:00,43.8536,-92.8160,120630.9,5/16/2019,21:53:43,10,Fix,307.52,309.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:05,43.8535,-92.8169,120647.0,5/16/2019,21:53:48,10,Fix,307.52,309.65,303.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:10,43.8533,-92.8177,120670.3,5/16/2019,21:53:53,10,Fix,307.52,309.15,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:15,43.8531,-92.8187,120701.1,5/16/2019,21:53:58,10,Fix,307.52,308.65,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:20,43.8529,-92.8196,120735.2,5/16/2019,21:54:3,10,Fix,307.52,308.15,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:25,43.8527,-92.8206,120773.6,5/16/2019,21:54:8,9,Fix,307.59,307.65,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:30,43.8524,-92.8216,120810.4,5/16/2019,21:54:13,10,Fix,307.59,308.15,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:35,43.8521,-92.8225,120849.4,5/16/2019,21:54:18,10,Fix,307.59,309.15,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:40,43.8519,-92.8235,120887.8,5/16/2019,21:54:23,10,Fix,307.59,309.65,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:45,43.8516,-92.8245,120927.5,5/16/2019,21:54:28,10,Fix,307.59,310.15,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:50,43.8514,-92.8255,120966.2,5/16/2019,21:54:33,10,Fix,307.65,309.65,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:00:55,43.8512,-92.8265,121000.3,5/16/2019,21:54:38,10,Fix,307.65,308.65,304.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:00,43.8510,-92.8274,121038.7,5/16/2019,21:54:43,10,Fix,307.71,308.15,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:05,43.8508,-92.8285,121080.0,5/16/2019,21:54:48,10,Fix,307.71,307.65,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:10,43.8506,-92.8295,121125.3,5/16/2019,21:54:53,10,Fix,307.71,307.65,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:15,43.8504,-92.8306,121168.6,5/16/2019,21:54:58,10,Fix,307.71,307.15,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:20,43.8502,-92.8317,121211.3,5/16/2019,21:55:3,10,Fix,307.77,306.65,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:25,43.8500,-92.8327,121256.2,5/16/2019,21:55:8,9,Fix,307.77,306.15,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:30,43.8498,-92.8338,121304.5,5/16/2019,21:55:13,10,Fix,307.77,306.15,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:35,43.8496,-92.8349,121348.8,5/16/2019,21:55:18,10,Fix,307.77,305.65,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:40,43.8494,-92.8359,121385.8,5/16/2019,21:55:23,10,Fix,307.77,305.65,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:45,43.8492,-92.8369,121423.9,5/16/2019,21:55:28,10,Fix,307.84,305.65,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:50,43.8490,-92.8379,121464.9,5/16/2019,21:55:33,10,Fix,307.84,306.15,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:01:55,43.8487,-92.8390,121509.8,5/16/2019,21:55:38,10,Fix,307.84,307.65,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:00,43.8486,-92.8401,121557.1,5/16/2019,21:55:43,10,Fix,307.77,308.15,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:05,43.8484,-92.8412,121599.1,5/16/2019,21:55:48,9,Fix,307.84,308.15,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:10,43.8482,-92.8424,121638.8,5/16/2019,21:55:53,10,Fix,307.84,307.65,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:15,43.8480,-92.8435,121681.4,5/16/2019,21:55:58,10,Fix,307.84,307.15,304.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:20,43.8479,-92.8446,121725.1,5/16/2019,21:56:3,10,Fix,307.84,306.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:25,43.8477,-92.8456,121760.2,5/16/2019,21:56:8,10,Fix,307.84,306.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:30,43.8476,-92.8467,121789.4,5/16/2019,21:56:13,10,Fix,307.77,306.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:35,43.8474,-92.8478,121820.2,5/16/2019,21:56:18,10,Fix,307.77,307.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:40,43.8473,-92.8489,121856.3,5/16/2019,21:56:23,10,Fix,307.84,308.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:45,43.8471,-92.8500,121895.3,5/16/2019,21:56:28,10,Fix,307.84,309.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:50,43.8469,-92.8513,121928.8,5/16/2019,21:56:33,10,Fix,307.77,310.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:02:55,43.8468,-92.8524,121960.0,5/16/2019,21:56:38,10,Fix,307.77,311.15,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:00,43.8466,-92.8537,121994.1,5/16/2019,21:56:43,10,Fix,307.84,311.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:05,43.8465,-92.8548,122028.9,5/16/2019,21:56:48,10,Fix,307.84,312.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:10,43.8464,-92.8560,122053.1,5/16/2019,21:56:53,10,Fix,307.84,313.15,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:15,43.8463,-92.8571,122074.5,5/16/2019,21:56:58,10,Fix,307.84,313.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:20,43.8461,-92.8583,122098.8,5/16/2019,21:57:3,10,Fix,307.84,314.15,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:25,43.8460,-92.8595,122128.6,5/16/2019,21:57:8,10,Fix,307.84,314.15,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:30,43.8460,-92.8607,122163.7,5/16/2019,21:57:13,10,Fix,307.84,313.15,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:35,43.8459,-92.8620,122192.3,5/16/2019,21:57:18,10,Fix,307.84,312.15,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:40,43.8458,-92.8633,122218.2,5/16/2019,21:57:23,10,Fix,307.84,311.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:45,43.8458,-92.8646,122246.4,5/16/2019,21:57:28,10,Fix,307.90,310.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:50,43.8457,-92.8659,122276.3,5/16/2019,21:57:33,10,Fix,307.90,310.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:03:55,43.8457,-92.8672,122302.5,5/16/2019,21:57:38,10,Fix,307.90,311.15,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:00,43.8457,-92.8685,122326.4,5/16/2019,21:57:43,10,Fix,307.96,311.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:05,43.8456,-92.8698,122351.4,5/16/2019,21:57:48,10,Fix,307.90,312.65,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:10,43.8456,-92.8710,122378.9,5/16/2019,21:57:53,10,Fix,307.96,313.15,304.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:15,43.8456,-92.8723,122412.1,5/16/2019,21:57:58,10,Fix,307.96,313.15,304.65,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:20,43.8455,-92.8736,122448.2,5/16/2019,21:58:3,10,Fix,307.96,312.65,304.65,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:25,43.8455,-92.8749,122484.3,5/16/2019,21:58:8,10,Fix,307.96,311.65,304.65,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:30,43.8456,-92.8762,122516.4,5/16/2019,21:58:13,10,Fix,307.96,311.15,304.65,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:35,43.8456,-92.8775,122548.2,5/16/2019,21:58:18,10,Fix,308.02,310.15,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:40,43.8456,-92.8787,122582.4,5/16/2019,21:58:23,10,Fix,308.02,309.65,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:45,43.8457,-92.8800,122613.2,5/16/2019,21:58:28,10,Fix,308.02,309.15,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:50,43.8457,-92.8811,122641.4,5/16/2019,21:58:33,10,Fix,308.02,308.65,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:04:55,43.8458,-92.8823,122669.6,5/16/2019,21:58:38,10,Fix,308.02,308.65,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:00,43.8458,-92.8834,122702.4,5/16/2019,21:58:43,9,Fix,308.02,308.15,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:05,43.8459,-92.8846,122739.2,5/16/2019,21:58:48,10,Fix,308.02,307.65,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:10,43.8460,-92.8857,122776.9,5/16/2019,21:58:53,10,Fix,308.02,307.15,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:15,43.8460,-92.8869,122812.3,5/16/2019,21:58:58,10,Fix,308.02,307.15,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:20,43.8461,-92.8880,122844.8,5/16/2019,21:59:3,10,Fix,308.02,306.65,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:25,43.8461,-92.8891,122872.4,5/16/2019,21:59:8,10,Fix,308.02,306.65,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:30,43.8462,-92.8902,122898.6,5/16/2019,21:59:13,9,Fix,308.02,306.15,305.15,313.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:35,43.8462,-92.8912,122928.1,5/16/2019,21:59:18,10,Fix,308.02,306.15,305.15,313.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:40,43.8463,-92.8923,122963.3,5/16/2019,21:59:23,10,Fix,307.96,305.65,305.15,313.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:45,43.8464,-92.8933,123002.3,5/16/2019,21:59:28,10,Fix,307.96,305.65,305.15,313.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:50,43.8465,-92.8942,123036.1,5/16/2019,21:59:33,10,Fix,307.96,305.15,305.15,313.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:05:55,43.8466,-92.8952,123067.6,5/16/2019,21:59:38,10,Fix,307.96,305.15,305.15,313.65,CLOSED,CLOSED,332942.91,136497080000.00,
4:06:00,43.8467,-92.8961,123098.8,5/16/2019,21:59:43,10,Fix,307.90,305.65,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:06:05,43.8468,-92.8970,123132.2,5/16/2019,21:59:48,10,Fix,307.90,306.65,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
4:06:10,43.8469,-92.8979,123167.0,5/16/2019,21:59:53,10,Fix,307.90,307.65,305.15,313.15,CLOSED,CLOSED,332942.91,136497080000.00,
