Flight Time, Lat, Long, Altitude (ft), Date, Hour:Min:Sec, Fix,Internal Ambient (K), External Ambient (K), Battery (K), OPC (K), OPC Heater Status, Battery Heater Status, External Pressure (PSI), MS5607 temperature (C), MS5607 pressure (PA)
0:00:05,0.0000,0.0000,0.0,0/0/2000,0:0:0,0,No Fix,311.15,312.15,310.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:10,0.0000,0.0000,0.0,0/0/2000,17:53:45,0,No Fix,311.15,311.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:15,0.0000,0.0000,0.0,5/16/2019,17:53:50,0,No Fix,311.15,311.65,310.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:20,0.0000,0.0000,0.0,5/16/2019,17:53:55,0,No Fix,311.15,311.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:25,0.0000,0.0000,0.0,5/16/2019,17:54:0,0,No Fix,311.15,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:30,44.3240,-93.8312,1056.8,5/16/2019,17:54:5,5,Fix,311.15,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:35,44.3240,-93.8312,1067.6,5/16/2019,17:54:10,5,Fix,311.15,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:40,44.3241,-93.8312,1071.9,5/16/2019,17:54:15,5,Fix,311.15,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:45,44.3241,-93.8312,1070.5,5/16/2019,17:54:20,5,Fix,311.15,311.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:50,44.3241,-93.8312,1065.3,5/16/2019,17:54:25,5,Fix,311.15,311.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:00:55,44.3242,-93.8312,1061.4,5/16/2019,17:54:30,5,Fix,311.15,311.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:00,44.3242,-93.8312,1059.7,5/16/2019,17:54:35,8,Fix,311.15,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:05,44.3243,-93.8312,1058.7,5/16/2019,17:54:40,8,Fix,311.15,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:10,44.3243,-93.8312,1061.7,5/16/2019,17:54:45,8,Fix,311.09,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:15,44.3243,-93.8312,1058.7,5/16/2019,17:54:50,8,Fix,311.09,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:20,44.3242,-93.8313,1058.1,5/16/2019,17:54:55,8,Fix,311.09,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:25,44.3243,-93.8313,1057.4,5/16/2019,17:55:0,8,Fix,311.15,310.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:30,44.3243,-93.8314,1058.1,5/16/2019,17:55:5,8,Fix,311.09,310.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:35,44.3243,-93.8314,1059.1,5/16/2019,17:55:10,8,Fix,311.09,310.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:40,44.3243,-93.8314,1062.7,5/16/2019,17:55:15,9,Fix,311.09,310.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:45,44.3243,-93.8314,1065.0,5/16/2019,17:55:20,8,Fix,311.09,310.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:50,44.3243,-93.8314,1064.3,5/16/2019,17:55:25,9,Fix,311.09,310.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:01:55,44.3243,-93.8314,1067.9,5/16/2019,17:55:30,7,Fix,311.09,310.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:00,44.3243,-93.8314,1066.3,5/16/2019,17:55:35,7,Fix,311.09,310.65,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:05,44.3243,-93.8314,1063.3,5/16/2019,17:55:40,7,Fix,311.09,311.15,310.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:10,44.3243,-93.8314,1062.7,5/16/2019,17:55:45,8,Fix,311.15,311.15,310.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:15,44.3243,-93.8314,1056.8,5/16/2019,17:55:50,8,Fix,311.15,311.15,310.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:20,44.3243,-93.8314,1055.8,5/16/2019,17:55:55,8,Fix,311.15,311.15,310.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:25,44.3243,-93.8314,1054.5,5/16/2019,17:56:0,8,Fix,311.15,311.15,310.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:30,44.3243,-93.8314,1051.8,5/16/2019,17:56:5,9,Fix,311.15,311.15,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:35,44.3243,-93.8314,1057.1,5/16/2019,17:56:10,9,Fix,311.15,311.15,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:40,44.3243,-93.8314,1057.7,5/16/2019,17:56:15,9,Fix,311.15,311.15,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:45,44.3243,-93.8314,1057.7,5/16/2019,17:56:20,9,Fix,311.15,311.15,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:50,44.3243,-93.8314,1056.8,5/16/2019,17:56:25,10,Fix,311.21,311.65,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:02:55,44.3243,-93.8314,1057.4,5/16/2019,17:56:30,10,Fix,311.21,311.65,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:00,44.3243,-93.8314,1058.7,5/16/2019,17:56:35,10,Fix,311.21,311.65,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:05,44.3243,-93.8314,1061.0,5/16/2019,17:56:40,10,Fix,311.21,311.65,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:10,44.3243,-93.8314,1061.0,5/16/2019,17:56:45,10,Fix,311.21,311.65,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:15,44.3243,-93.8314,1060.7,5/16/2019,17:56:50,9,Fix,311.27,311.65,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:20,44.3243,-93.8314,1059.1,5/16/2019,17:56:55,10,Fix,311.27,312.15,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:25,44.3243,-93.8314,1055.8,5/16/2019,17:57:0,8,Fix,311.34,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:30,44.3243,-93.8314,1054.1,5/16/2019,17:57:5,10,Fix,311.34,312.15,310.65,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:35,44.3243,-93.8314,1053.5,5/16/2019,17:57:10,10,Fix,311.34,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:40,44.3243,-93.8314,1052.5,5/16/2019,17:57:15,10,Fix,311.40,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:45,44.3243,-93.8314,1050.5,5/16/2019,17:57:20,11,Fix,311.40,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:50,44.3243,-93.8314,1052.8,5/16/2019,17:57:25,10,Fix,311.46,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:03:55,44.3243,-93.8314,1053.1,5/16/2019,17:57:30,10,Fix,311.46,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:00,44.3243,-93.8314,1050.5,5/16/2019,17:57:35,11,Fix,311.46,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:05,44.3243,-93.8314,1057.1,5/16/2019,17:57:40,10,Fix,311.46,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:10,44.3243,-93.8314,1061.0,5/16/2019,17:57:45,10,Fix,311.46,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:15,44.3243,-93.8314,1062.3,5/16/2019,17:57:50,11,Fix,311.52,312.15,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:20,44.3243,-93.8314,1060.7,5/16/2019,17:57:55,11,Fix,311.59,311.65,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:25,44.3243,-93.8314,1065.9,5/16/2019,17:58:0,11,Fix,311.59,311.65,310.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:30,44.3243,-93.8314,1066.9,5/16/2019,17:58:5,9,Fix,311.65,311.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:35,44.3243,-93.8314,1069.2,5/16/2019,17:58:10,9,Fix,311.65,311.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:40,44.3243,-93.8314,1065.6,5/16/2019,17:58:15,10,Fix,311.65,311.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:45,44.3243,-93.8314,1065.9,5/16/2019,17:58:20,11,Fix,311.71,311.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:50,44.3243,-93.8314,1070.2,5/16/2019,17:58:25,10,Fix,311.71,311.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:04:55,44.3243,-93.8314,1065.6,5/16/2019,17:58:30,11,Fix,311.71,311.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:00,44.3243,-93.8314,1062.0,5/16/2019,17:58:35,11,Fix,311.77,311.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:05,44.3243,-93.8313,1063.0,5/16/2019,17:58:41,10,Fix,311.77,311.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:10,44.3243,-93.8313,1062.0,5/16/2019,17:58:46,10,Fix,311.77,311.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:15,44.3243,-93.8312,1062.3,5/16/2019,17:58:51,11,Fix,311.84,311.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:20,44.3243,-93.8311,1058.7,5/16/2019,17:58:56,9,Fix,311.84,311.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:25,44.3243,-93.8311,1058.1,5/16/2019,17:59:1,9,Fix,311.84,311.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:30,44.3243,-93.8311,1055.4,5/16/2019,17:59:6,11,Fix,311.84,311.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:35,44.3243,-93.8311,1054.5,5/16/2019,17:59:11,11,Fix,311.90,311.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:40,44.3241,-93.8312,1087.3,5/16/2019,17:59:16,11,Fix,311.90,311.15,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:45,44.3241,-93.8311,1123.4,5/16/2019,17:59:21,11,Fix,311.96,311.15,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:50,44.3239,-93.8311,1161.1,5/16/2019,17:59:26,11,Fix,311.96,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:05:55,44.3238,-93.8311,1199.8,5/16/2019,17:59:31,11,Fix,311.96,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:00,44.3236,-93.8311,1241.1,5/16/2019,17:59:36,11,Fix,311.96,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:05,44.3235,-93.8310,1268.7,5/16/2019,17:59:41,11,Fix,311.96,311.15,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:10,44.3233,-93.8309,1294.6,5/16/2019,17:59:46,11,Fix,311.96,311.15,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:15,44.3232,-93.8308,1319.6,5/16/2019,17:59:51,11,Fix,312.02,311.15,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:20,44.3231,-93.8306,1349.1,5/16/2019,17:59:56,11,Fix,311.96,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:25,44.3230,-93.8305,1380.2,5/16/2019,18:0:1,11,Fix,312.02,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:30,44.3228,-93.8303,1413.4,5/16/2019,18:0:6,11,Fix,312.02,311.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:35,44.3227,-93.8303,1440.0,5/16/2019,18:0:11,11,Fix,312.02,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:40,44.3225,-93.8302,1459.3,5/16/2019,18:0:16,11,Fix,312.02,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:45,44.3224,-93.8301,1486.2,5/16/2019,18:0:21,11,Fix,312.02,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:50,44.3222,-93.8300,1517.7,5/16/2019,18:0:26,11,Fix,312.02,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:06:55,44.3221,-93.8299,1551.5,5/16/2019,18:0:31,11,Fix,312.02,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:00,44.3219,-93.8298,1576.1,5/16/2019,18:0:36,11,Fix,312.09,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:05,44.3217,-93.8297,1598.4,5/16/2019,18:0:41,11,Fix,312.09,311.15,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:10,44.3214,-93.8296,1619.4,5/16/2019,18:0:46,11,Fix,312.09,311.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:15,44.3212,-93.8295,1639.8,5/16/2019,18:0:51,11,Fix,312.09,311.15,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:20,44.3210,-93.8294,1657.8,5/16/2019,18:0:56,11,Fix,312.09,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:25,44.3208,-93.8293,1678.8,5/16/2019,18:1:1,11,Fix,312.09,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:30,44.3206,-93.8292,1705.1,5/16/2019,18:1:6,11,Fix,312.09,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:35,44.3204,-93.8290,1729.7,5/16/2019,18:1:11,11,Fix,312.09,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:40,44.3202,-93.8289,1768.0,5/16/2019,18:1:16,11,Fix,312.09,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:45,44.3200,-93.8287,1802.5,5/16/2019,18:1:21,11,Fix,312.09,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:50,44.3199,-93.8287,1829.4,5/16/2019,18:1:26,11,Fix,312.09,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:07:55,44.3197,-93.8286,1849.4,5/16/2019,18:1:31,11,Fix,312.09,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:00,44.3196,-93.8286,1863.2,5/16/2019,18:1:36,11,Fix,312.09,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:05,44.3194,-93.8286,1870.1,5/16/2019,18:1:41,11,Fix,312.09,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:10,44.3192,-93.8286,1879.9,5/16/2019,18:1:46,11,Fix,312.09,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:15,44.3190,-93.8285,1888.5,5/16/2019,18:1:51,11,Fix,312.09,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:20,44.3188,-93.8285,1900.9,5/16/2019,18:1:56,11,Fix,312.09,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:25,44.3186,-93.8284,1911.1,5/16/2019,18:2:1,11,Fix,312.02,310.15,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:30,44.3184,-93.8283,1921.6,5/16/2019,18:2:6,11,Fix,312.02,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:35,44.3182,-93.8283,1931.4,5/16/2019,18:2:11,11,Fix,312.02,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:40,44.3180,-93.8282,1937.7,5/16/2019,18:2:16,11,Fix,312.02,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:45,44.3178,-93.8282,1943.9,5/16/2019,18:2:21,11,Fix,312.02,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:50,44.3176,-93.8281,1958.3,5/16/2019,18:2:26,11,Fix,312.02,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:08:55,44.3174,-93.8280,1976.4,5/16/2019,18:2:31,11,Fix,312.02,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:00,44.3172,-93.8279,1992.5,5/16/2019,18:2:36,11,Fix,312.02,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:05,44.3170,-93.8278,2016.4,5/16/2019,18:2:41,11,Fix,312.02,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:10,44.3168,-93.8277,2036.7,5/16/2019,18:2:46,11,Fix,312.02,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:15,44.3165,-93.8275,2055.4,5/16/2019,18:2:51,11,Fix,311.96,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:20,44.3163,-93.8274,2075.5,5/16/2019,18:2:56,11,Fix,311.96,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:25,44.3161,-93.8273,2095.1,5/16/2019,18:3:1,11,Fix,311.96,311.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:30,44.3159,-93.8271,2119.1,5/16/2019,18:3:6,11,Fix,311.96,311.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:35,44.3157,-93.8270,2143.4,5/16/2019,18:3:11,10,Fix,311.96,311.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:40,44.3156,-93.8269,2167.3,5/16/2019,18:3:16,11,Fix,311.96,311.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:45,44.3154,-93.8268,2191.6,5/16/2019,18:3:21,11,Fix,311.96,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:50,44.3151,-93.8266,2217.2,5/16/2019,18:3:26,11,Fix,311.96,310.65,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:09:55,44.3150,-93.8265,2239.8,5/16/2019,18:3:31,11,Fix,311.96,310.15,311.15,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:00,44.3148,-93.8263,2253.0,5/16/2019,18:3:36,11,Fix,311.96,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:05,44.3147,-93.8262,2264.8,5/16/2019,18:3:41,11,Fix,311.96,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:10,44.3145,-93.8260,2273.6,5/16/2019,18:3:46,11,Fix,311.96,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:15,44.3144,-93.8259,2282.8,5/16/2019,18:3:51,11,Fix,311.96,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:20,44.3142,-93.8258,2292.7,5/16/2019,18:3:56,11,Fix,311.90,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:25,44.3140,-93.8257,2299.9,5/16/2019,18:4:1,11,Fix,311.90,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:30,44.3138,-93.8255,2309.7,5/16/2019,18:4:6,11,Fix,311.90,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:35,44.3136,-93.8254,2333.3,5/16/2019,18:4:11,11,Fix,311.90,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:40,44.3134,-93.8253,2361.5,5/16/2019,18:4:16,11,Fix,311.90,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:45,44.3132,-93.8253,2390.1,5/16/2019,18:4:21,11,Fix,311.90,310.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:50,44.3130,-93.8252,2413.4,5/16/2019,18:4:26,10,Fix,311.90,310.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:10:55,44.3128,-93.8252,2440.9,5/16/2019,18:4:31,11,Fix,311.90,309.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:00,44.3126,-93.8252,2473.1,5/16/2019,18:4:36,11,Fix,311.90,309.15,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:05,44.3124,-93.8252,2505.6,5/16/2019,18:4:41,9,Fix,311.90,309.65,311.65,312.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:10,44.3122,-93.8252,2536.1,5/16/2019,18:4:46,11,Fix,311.84,309.15,311.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:15,44.3120,-93.8252,2571.5,5/16/2019,18:4:51,11,Fix,311.84,309.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:20,44.3119,-93.8252,2605.0,5/16/2019,18:4:56,11,Fix,311.84,309.65,311.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:25,44.3117,-93.8252,2643.7,5/16/2019,18:5:1,11,Fix,311.84,309.65,311.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:30,44.3115,-93.8252,2681.8,5/16/2019,18:5:6,11,Fix,311.84,309.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:35,44.3114,-93.8252,2716.5,5/16/2019,18:5:11,10,Fix,311.77,309.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:40,44.3112,-93.8252,2752.3,5/16/2019,18:5:16,10,Fix,311.77,309.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:45,44.3110,-93.8252,2785.4,5/16/2019,18:5:21,11,Fix,311.77,309.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:50,44.3108,-93.8252,2814.6,5/16/2019,18:5:26,11,Fix,311.77,310.15,311.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:11:55,44.3106,-93.8252,2831.7,5/16/2019,18:5:31,11,Fix,311.77,310.15,311.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:00,44.3104,-93.8252,2850.1,5/16/2019,18:5:36,10,Fix,311.77,309.65,311.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:05,44.3102,-93.8252,2869.1,5/16/2019,18:5:41,11,Fix,311.71,309.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:10,44.3100,-93.8252,2891.4,5/16/2019,18:5:46,11,Fix,311.71,309.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:15,44.3097,-93.8253,2909.4,5/16/2019,18:5:51,11,Fix,311.65,308.65,311.65,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:20,44.3094,-93.8252,2926.8,5/16/2019,18:5:56,11,Fix,311.65,309.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:25,44.3092,-93.8253,2947.5,5/16/2019,18:6:1,11,Fix,311.65,309.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:30,44.3090,-93.8253,2974.4,5/16/2019,18:6:6,11,Fix,311.65,309.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:35,44.3088,-93.8253,3000.3,5/16/2019,18:6:9,11,Fix,311.65,309.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:40,44.3085,-93.8252,3018.4,5/16/2019,18:6:14,10,Fix,311.59,309.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:45,44.3083,-93.8251,3036.7,5/16/2019,18:6:19,10,Fix,311.59,309.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:50,44.3080,-93.8250,3056.8,5/16/2019,18:6:24,11,Fix,311.59,308.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:12:55,44.3078,-93.8248,3076.8,5/16/2019,18:6:29,11,Fix,311.59,308.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:00,44.3076,-93.8247,3097.8,5/16/2019,18:6:34,11,Fix,311.59,307.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:05,44.3074,-93.8245,3120.4,5/16/2019,18:6:39,11,Fix,311.52,308.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:10,44.3072,-93.8245,3135.5,5/16/2019,18:6:44,11,Fix,311.52,308.15,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:15,44.3069,-93.8244,3150.6,5/16/2019,18:6:49,11,Fix,311.52,308.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:20,44.3067,-93.8244,3173.2,5/16/2019,18:6:54,11,Fix,311.52,308.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:25,44.3065,-93.8243,3192.6,5/16/2019,18:6:59,11,Fix,311.52,308.65,311.15,312.15,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:30,44.3062,-93.8243,3218.5,5/16/2019,18:7:4,11,Fix,311.46,308.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:35,44.3060,-93.8242,3245.1,5/16/2019,18:7:9,11,Fix,311.46,308.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:40,44.3059,-93.8241,3271.0,5/16/2019,18:7:14,11,Fix,311.46,308.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:45,44.3057,-93.8241,3291.0,5/16/2019,18:7:19,11,Fix,311.40,308.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:50,44.3055,-93.8240,3313.6,5/16/2019,18:7:24,12,Fix,311.40,308.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:13:55,44.3053,-93.8239,3345.5,5/16/2019,18:7:29,12,Fix,311.40,308.65,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:00,44.3051,-93.8239,3380.9,5/16/2019,18:7:34,12,Fix,311.40,308.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
0:14:05,44.3049,-93.8239,3408.5,5/16/2019,18:7:39,12,Fix,311.34,308.15,311.15,311.65,CLOSED,CLOSED,332942.91,136497080000.00,
