OPC-N3 Iss1.1 FirmwareVer=1.17a...........................BS
OPC-N3 177702312                                            
Config info:
LaserDAC,186
FanDAC,255
ToFtoSFRfactor,60
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.760,11.466,0.000,0.034,0.034,0.034,3,0,8,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.760,11.466,0.000,0.000,0.000,0.000,0,0,1,0,0,621
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.760,11.466,0.000,0.034,0.035,0.035,1,0,1,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.760,11.482,0.000,0.000,0.000,0.000,0,0,2,0,0,621
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.760,11.509,0.000,0.034,0.034,0.034,0,0,1,0,0,621
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.670,4.770,11.509,0.000,0.043,0.046,0.046,2,0,0,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.770,11.525,0.000,0.000,0.000,0.000,0,0,1,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.770,11.496,0.000,0.000,0.000,0.000,0,43,5,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.770,11.525,0.000,0.000,0.000,0.000,0,0,0,0,0,621
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.770,11.509,0.000,0.017,0.017,0.017,0,0,2,0,0,621
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0.680,4.700,11.509,0.000,0.060,0.064,0.064,0,0,4,0,0,621
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.700,11.538,0.000,0.052,0.053,0.053,0,0,0,0,0,621
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.710,11.525,0.000,0.120,0.128,0.128,0,0,1,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.710,11.538,0.000,0.000,0.000,0.000,0,0,1,0,0,621
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0.690,4.580,11.538,0.000,0.087,0.094,0.094,2,0,9,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.580,11.552,0.000,0.000,0.000,0.000,1,0,2,0,0,621
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.580,11.525,0.000,0.053,0.053,0.053,0,0,2,0,0,621
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.580,11.552,0.000,0.017,0.018,0.018,0,0,2,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.580,11.565,0.000,0.000,0.000,0.000,0,0,2,0,0,621
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.580,11.552,0.000,0.017,0.017,0.017,1,0,0,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.580,11.565,0.000,0.000,0.000,0.000,0,1,1,0,0,621
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.690,4.600,11.565,0.000,0.146,0.198,0.198,0,0,3,0,0,621
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.600,11.608,0.000,0.061,0.065,0.065,0,0,0,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.608,0.000,0.000,0.000,0.000,2,0,1,0,0,621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.608,0.000,0.000,0.000,0.000,0,0,5,0,0,622
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.600,11.594,0.000,0.035,0.035,0.035,5,0,8,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.608,0.000,0.017,0.018,0.018,3,0,1,0,0,621
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.608,0.000,0.017,0.018,0.018,0,0,1,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.608,0.000,0.017,0.018,0.018,0,0,0,0,0,621
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.608,0.000,0.017,0.018,0.018,1,0,3,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.637,0.000,0.000,0.000,0.000,0,0,1,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.600,11.608,0.000,0.017,0.017,0.017,1,0,2,0,0,622
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.621,0.000,0.089,0.090,0.090,2,0,8,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.651,0.000,0.000,0.000,0.000,0,1,2,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.600,11.664,0.000,0.017,0.017,0.017,0,0,2,0,0,621
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.651,0.000,0.035,0.036,0.036,1,0,1,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.600,11.637,0.000,0.000,0.000,0.000,0,0,3,0,0,622
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.690,4.630,11.680,0.000,0.060,0.064,0.064,0,0,4,0,0,622
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.630,11.664,0.000,0.053,0.053,0.053,0,0,4,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.630,11.664,0.000,0.000,0.000,0.000,1,0,7,0,0,622
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.630,11.680,0.000,0.035,0.035,0.035,0,2,2,0,0,622
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.640,11.680,0.000,0.043,0.047,0.047,1,0,4,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.693,0.000,0.017,0.017,0.017,1,0,2,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.680,0.000,0.000,0.000,0.000,0,0,2,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.640,11.680,0.000,0.000,0.000,0.000,1,0,4,0,0,622
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.640,11.707,0.000,0.052,0.053,0.053,0,0,0,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.707,0.000,0.000,0.000,0.000,0,0,1,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.693,0.000,0.017,0.017,0.017,0,1,3,0,0,622
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,4.620,11.720,0.000,0.079,0.083,0.083,1,0,3,0,0,622
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.630,11.693,0.000,0.043,0.047,0.047,0,0,3,0,0,622
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.640,11.720,0.000,0.043,0.047,0.047,0,0,10,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.720,0.000,0.000,0.000,0.000,1,0,3,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.640,11.720,0.000,0.000,0.000,0.000,0,0,0,0,0,622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.640,11.736,0.000,0.000,0.000,0.000,1,0,2,1,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.640,11.736,0.000,0.017,0.017,0.017,0,0,3,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.736,0.000,0.017,0.017,0.017,1,0,2,0,0,622
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.749,0.000,0.070,0.071,0.071,1,0,0,0,0,622
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.749,0.000,0.088,0.089,0.089,2,0,11,0,0,622
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.640,11.776,0.000,0.043,0.047,0.047,0,0,2,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.776,0.000,0.017,0.017,0.017,0,0,2,0,0,622
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.776,0.000,0.035,0.035,0.035,0,0,2,0,0,622
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.776,0.000,0.035,0.035,0.035,0,0,3,0,0,622
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.640,11.792,0.000,0.070,0.071,0.071,1,0,0,0,0,622
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.650,11.819,0.000,0.087,0.094,0.094,0,0,1,0,0,622
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.650,11.805,0.000,0.053,0.053,0.053,5,0,1,0,0,622
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670,4.650,11.792,0.000,0.071,0.072,0.072,1,0,1,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.650,11.776,0.000,0.017,0.017,0.017,1,0,1,0,0,622
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.650,11.819,0.000,0.156,0.205,0.206,0,0,1,0,0,622
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.650,11.819,0.000,0.070,0.071,0.071,5,0,7,0,0,622
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0.680,4.650,11.805,0.000,0.181,0.426,0.437,0,0,4,0,0,622
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.650,11.819,0.000,0.103,0.151,0.152,0,0,3,0,0,622
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.650,11.819,0.000,0.035,0.035,0.035,0,0,2,0,0,622
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.680,4.620,11.848,0.000,0.043,0.047,0.047,1,0,2,0,0,622
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.620,11.835,0.000,0.053,0.054,0.054,2,0,2,0,0,622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.620,11.848,0.000,0.017,0.018,0.018,0,0,1,0,0,623
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.620,11.835,0.000,0.089,0.090,0.090,1,0,7,0,0,623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.620,11.861,0.000,0.000,0.000,0.000,0,0,1,0,0,623
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.690,4.690,11.875,0.000,0.119,0.127,0.127,1,0,4,0,0,622
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.720,11.848,0.000,0.095,0.099,0.099,1,0,3,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.720,11.875,0.000,0.017,0.017,0.017,1,0,1,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.720,11.861,0.000,0.034,0.035,0.035,1,0,2,0,0,622
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.720,11.875,0.000,0.069,0.070,0.070,1,0,1,0,0,623
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.720,11.904,0.000,0.095,0.099,0.099,2,0,6,0,0,623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.720,11.904,0.000,0.000,0.000,0.000,0,0,3,0,0,623
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.690,4.700,11.904,0.000,0.094,0.098,0.098,0,0,2,0,0,623
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.710,11.904,0.000,0.095,0.099,0.099,1,0,0,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.710,11.891,0.000,0.017,0.017,0.017,0,0,5,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.710,11.904,0.000,0.034,0.035,0.035,0,0,2,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.710,11.931,0.000,0.034,0.035,0.035,0,0,1,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.710,11.918,0.000,0.017,0.017,0.017,0,0,3,0,0,623
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.730,11.904,0.000,0.060,0.063,0.063,0,0,3,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.931,0.000,0.017,0.017,0.017,0,0,1,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.918,0.000,0.017,0.017,0.017,0,0,3,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.931,0.000,0.034,0.035,0.035,4,0,6,0,0,623
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.947,0.000,0.069,0.070,0.070,1,0,4,0,0,623
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.918,0.000,0.136,0.184,0.184,1,0,5,0,0,623
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.974,0.000,0.052,0.052,0.052,0,0,2,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.974,0.000,0.017,0.017,0.017,3,0,2,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.931,0.000,0.017,0.017,0.017,2,0,4,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.947,0.000,0.034,0.035,0.035,0,0,3,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.931,0.000,0.034,0.035,0.035,0,0,7,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,11.947,0.000,0.034,0.035,0.035,0,0,1,0,0,623
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.730,12.003,0.000,0.052,0.052,0.052,0,0,1,0,0,623
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.750,11.974,0.000,0.059,0.063,0.063,0,0,3,0,0,623
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.750,11.990,0.000,0.051,0.052,0.052,2,0,1,0,0,623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.750,11.990,0.000,0.000,0.000,0.000,0,10,7,0,0,623
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.770,11.990,0.000,0.094,0.098,0.098,0,0,4,0,0,623
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.680,4.770,12.016,0.000,0.177,0.415,0.426,2,0,2,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.770,11.990,0.000,0.034,0.034,0.034,1,0,2,0,0,623
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.770,12.016,0.000,0.051,0.052,0.052,1,0,1,0,0,623
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0.680,4.770,12.016,0.000,0.142,0.380,0.391,1,0,3,0,0,623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.770,12.016,0.000,0.000,0.000,0.000,1,0,2,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,4.770,12.016,0.000,0.017,0.017,0.017,0,0,4,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.770,12.016,0.000,0.017,0.017,0.017,2,0,3,0,0,623
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.800,12.030,0.000,0.093,0.097,0.097,0,0,0,0,0,623
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.810,12.030,0.000,0.101,0.108,0.108,0,0,2,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.810,12.030,0.000,0.034,0.034,0.034,1,0,2,0,0,623
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0.680,4.760,12.046,0.000,0.094,0.098,0.098,0,0,2,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.760,12.059,0.000,0.017,0.017,0.017,2,0,2,0,0,623
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.770,12.072,0.000,0.076,0.080,0.080,0,0,2,0,0,623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.770,12.059,0.000,0.000,0.000,0.000,3,0,2,0,0,623
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.690,4.790,12.059,0.000,0.092,0.096,0.096,2,0,2,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.790,12.102,0.000,0.017,0.017,0.017,0,0,1,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.790,12.072,0.000,0.017,0.017,0.017,0,0,2,0,0,623
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.830,12.086,0.000,0.159,0.170,0.170,1,0,2,0,0,623
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670,4.830,12.102,0.000,0.051,0.052,0.052,3,0,6,0,0,623
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.830,12.118,0.000,0.051,0.051,0.051,0,0,1,0,0,623
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,4.820,12.118,0.000,0.059,0.062,0.062,1,0,0,0,0,623
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.820,12.118,0.000,0.017,0.017,0.017,0,0,4,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.820,12.131,0.000,0.034,0.034,0.034,0,0,5,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.820,12.131,0.000,0.034,0.034,0.034,1,0,3,0,0,623
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.820,12.102,0.000,0.051,0.051,0.051,0,0,1,0,0,622
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.820,12.131,0.000,0.034,0.034,0.034,2,0,6,0,0,623
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.830,12.131,0.000,0.076,0.079,0.079,0,0,2,0,0,623
2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.840,12.131,0.000,0.209,0.838,0.926,0,0,4,0,0,623
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,4.840,12.131,0.000,0.034,0.034,0.034,1,0,2,0,0,623
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0.680,4.800,12.147,0.000,0.093,0.097,0.097,1,0,9,0,0,623
