OPC-N3 Iss1.1 FirmwareVer=1.17a...........................BS
OPC-N3 177702312                                            
Config info:
LaserDAC,186
FanDAC,255
ToFtoSFRfactor,60
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.880,42.044,4.629,0.254,0.257,0.257,3,0,10,1,0,619
11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,34,0,0.680,3.810,42.031,4.629,0.453,2.137,2.871,0,0,10,0,0,619
12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,42,0,0.680,3.860,42.031,4.701,0.416,2.074,2.798,0,0,11,0,0,619
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0.680,3.900,42.058,4.682,0.305,0.312,0.312,0,0,10,1,0,619
6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,48,0,0.680,3.960,42.031,4.679,0.402,2.074,2.780,0,0,13,1,0,619
12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.960,42.031,4.766,0.370,0.430,0.431,0,0,10,0,0,619
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0.680,3.910,42.031,4.766,0.262,0.269,0.269,1,0,1,0,0,619
10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,3.960,42.015,4.766,0.473,1.249,1.356,2,0,8,1,0,619
27,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0.680,3.900,42.044,4.803,0.953,2.517,2.735,1,0,14,2,0,619
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,3.900,42.058,4.872,0.284,0.291,0.291,2,0,9,1,0,619
7,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,39,0,0.680,3.780,42.015,4.838,0.533,3.920,5.399,1,0,14,0,0,619
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,3.760,42.015,4.803,0.303,0.321,0.321,3,0,14,0,0,619
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.760,42.031,4.856,0.196,0.199,0.199,0,0,12,0,0,619
11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,32,0,0.680,3.690,42.031,4.890,0.522,2.266,3.024,2,0,13,1,0,619
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.690,42.031,4.907,0.352,0.417,0.417,0,0,12,1,0,619
15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,3.750,42.031,4.959,0.599,1.643,52.988,2,0,12,1,0,619
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,3.750,42.031,4.872,0.532,0.602,0.602,0,0,17,1,0,619
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,0,0,0.680,3.770,42.015,4.890,0.579,0.947,0.962,1,0,4,0,0,619
7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.770,42.031,4.959,0.451,1.316,1.429,1,0,13,1,0,619
14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0.680,3.730,42.044,4.980,0.546,0.619,0.620,1,0,10,0,0,619
14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0.680,3.730,42.015,4.977,0.491,0.799,0.813,5,0,14,1,0,619
12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,3.730,42.031,4.977,0.447,0.516,0.516,2,0,17,1,0,619
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,3.740,42.044,4.980,0.490,0.559,0.559,2,0,14,2,0,619
11,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0.680,3.740,42.031,4.995,0.609,2.437,3.186,1,0,6,0,0,619
12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0.680,3.690,42.015,5.009,0.487,0.508,0.508,2,0,14,1,0,619
11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,3.720,42.044,5.082,0.555,0.684,0.686,2,0,12,0,0,619
12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,3.740,42.044,5.062,0.702,0.892,0.894,2,0,13,1,0,619
15,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,0,0.680,3.780,42.031,5.082,0.911,2.320,2.460,1,0,15,1,0,619
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0.680,3.730,42.044,5.082,0.307,0.318,0.318,0,0,17,1,0,619
10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0.680,3.700,42.031,5.046,0.636,1.527,1.643,0,0,13,0,0,619
16,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,33,0,0.680,3.700,42.031,5.099,1.066,3.988,4.873,1,0,8,3,0,619
13,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.680,3.700,42.015,5.082,0.732,1.164,1.180,0,0,9,1,0,619
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0.680,3.680,42.031,5.099,0.412,0.421,0.421,0,0,10,0,0,619
19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.680,42.031,5.149,0.469,3.064,6.379,1,0,14,1,0,619
9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0.680,3.660,42.044,5.136,0.479,3.917,7.366,6,0,5,0,0,619
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,3.660,42.058,5.169,0.501,0.571,0.572,1,0,9,0,0,619
12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0.680,3.660,42.015,5.186,0.383,2.128,2.891,1,0,18,0,0,619
18,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,41,0.680,3.710,42.031,5.133,0.628,4.155,14.782,2,0,8,0,0,619
11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,0,0,0.670,3.680,42.031,5.169,0.493,0.813,0.827,4,0,10,4,0,619
10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.680,42.044,5.151,0.484,0.610,0.611,2,0,4,0,0,619
13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,3.720,42.015,5.149,0.570,1.396,1.510,1,0,13,0,0,619
12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,3.760,42.058,5.119,0.360,2.902,6.147,3,0,13,2,0,619
15,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0.680,3.790,42.031,5.099,0.865,1.296,1.311,2,0,12,0,0,619
11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0.680,3.720,42.044,5.119,0.555,0.684,0.686,1,0,10,0,0,619
11,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0.680,3.680,42.044,5.136,0.662,1.558,1.674,0,0,9,0,0,619
7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,3.700,42.031,5.117,0.385,1.210,1.324,4,0,10,1,0,620
20,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,43,0,0.680,3.790,42.058,5.151,0.704,2.404,3.142,2,0,8,0,0,619
16,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0,0.680,3.820,42.058,5.119,0.870,2.028,2.153,1,0,10,1,0,619
12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0.680,3.790,42.044,5.151,0.567,0.694,0.695,0,0,10,1,0,619
10,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,33,0,0.680,3.750,42.058,5.099,0.994,3.931,4.805,0,0,11,1,0,619
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.750,42.044,5.136,0.131,0.133,0.133,4,0,10,2,0,619
6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,26,0,0,0.680,3.670,42.015,5.133,0.560,0.942,0.957,0,0,9,0,0,619
13,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,29,0,0.680,3.730,42.044,5.119,0.844,6.738,10.986,2,0,11,1,0,619
10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,3.730,42.031,5.099,0.566,0.647,0.648,1,0,8,1,0,619
10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,3.760,42.044,5.099,0.400,0.467,0.468,6,0,16,1,0,619
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.760,42.044,5.062,0.131,0.132,0.132,2,0,12,2,0,619
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.760,42.058,5.099,0.346,0.409,0.409,1,0,17,0,0,619
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.760,42.044,5.099,0.218,0.221,0.221,1,0,8,2,0,619
7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,30,0,0.680,3.800,42.044,5.062,0.314,1.997,2.733,1,0,11,0,0,619
9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.680,3.800,42.044,5.099,0.500,0.860,0.874,2,0,14,0,0,619
13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,0.680,3.840,42.044,5.062,0.686,1.052,1.066,4,0,13,1,0,619
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.840,42.058,5.032,0.214,0.216,0.216,0,0,12,3,0,619
12,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0.680,3.840,42.058,5.049,0.683,1.100,1.115,1,0,12,2,0,619
14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.840,42.058,5.099,0.343,2.828,6.005,2,0,10,0,0,619
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,3.860,42.058,5.136,0.265,0.272,0.272,0,0,7,1,0,619
13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.860,42.058,5.136,0.649,0.829,0.831,3,0,11,3,0,619
12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.680,3.860,42.071,5.151,0.891,2.815,3.050,1,0,18,3,0,619
8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.860,42.058,5.119,0.294,0.355,0.356,1,0,9,1,0,619
9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,3.950,42.071,5.204,0.532,0.658,0.659,3,0,10,0,0,619
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0.680,3.910,42.058,5.223,0.262,0.269,0.269,2,0,10,3,0,619
17,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,29,0,0.680,3.730,42.044,5.273,0.723,2.506,3.256,2,0,5,1,0,619
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0.680,3.670,42.087,5.241,0.357,0.369,0.369,1,0,11,0,0,619
15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0.680,3.730,42.058,5.325,0.429,2.992,6.263,2,0,16,0,0,619
10,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0.680,3.700,42.044,5.291,0.506,5.093,35.029,3,0,11,1,0,619
12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,43,0,0,0.680,3.680,42.071,5.310,0.693,1.075,1.090,2,0,18,1,0,619
11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0.680,3.660,42.058,5.325,0.524,3.962,7.412,3,0,10,2,0,619
15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0.680,3.660,42.044,5.310,0.582,2.389,3.153,2,0,13,0,0,619
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.660,42.087,5.362,0.314,0.318,0.318,2,0,9,0,0,619
8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,41,0,0.680,3.630,42.058,5.325,0.463,2.235,3.005,0,0,15,2,0,619
6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0.680,3.600,42.071,5.430,0.326,0.395,0.396,3,0,11,2,0,619
4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,0,0,0.680,3.600,42.087,5.362,0.629,1.800,1.932,0,0,11,0,0,619
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.600,42.103,5.343,0.317,1.159,1.277,2,0,6,1,0,619
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.600,42.058,5.394,0.205,0.208,0.208,2,0,7,0,0,619
11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,3.610,42.071,5.394,0.439,0.510,0.510,1,0,12,0,0,619
10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.680,3.600,42.058,5.412,0.607,0.745,0.746,4,0,12,1,0,619
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.600,42.116,5.452,0.362,1.205,1.323,0,0,8,1,0,619
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.600,42.103,5.430,0.320,0.323,0.323,2,0,7,0,0,619
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0.680,3.580,42.087,5.394,0.397,0.467,0.468,1,0,13,0,0,619
15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.580,42.087,5.452,0.478,0.546,0.546,1,0,6,0,0,619
9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0.680,3.560,42.087,5.430,0.446,1.304,1.423,1,0,7,0,0,619
13,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.680,3.550,42.087,5.430,0.867,1.861,1.982,5,0,11,0,0,619
12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0.680,3.550,42.087,5.467,0.665,2.591,3.380,1,0,16,1,0,619
12,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0.680,3.530,42.071,5.448,0.713,1.648,1.769,3,0,9,2,0,619
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,3.550,42.116,5.520,0.539,0.612,0.613,4,0,13,0,0,619
14,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.680,3.550,42.103,5.535,0.847,2.837,3.626,1,0,17,1,0,619
21,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0.680,3.510,42.087,5.571,0.996,1.150,1.151,2,0,14,1,0,619
11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,3.540,42.103,5.502,0.505,0.582,0.582,5,0,11,1,0,619
16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,0,0,0.680,3.580,42.103,5.571,0.670,1.001,1.016,1,0,10,3,0,619
12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.670,3.590,42.087,5.517,0.383,3.085,6.534,2,0,7,3,0,619
13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,3.600,42.087,5.571,0.486,0.557,0.558,0,0,13,1,0,619
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,3.610,42.071,5.586,0.431,0.444,0.444,0,0,15,0,0,618
13,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,41,0,0.680,3.600,42.103,5.586,0.903,3.069,3.861,1,0,9,1,0,619
15,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,55,0,0,0.680,3.570,42.132,5.589,0.995,1.513,1.529,2,0,13,2,0,619
22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.570,42.103,5.607,0.641,0.711,0.711,5,0,4,1,0,619
12,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,34,0,0.680,3.600,42.103,5.554,0.798,5.192,6.862,1,0,19,0,0,619
6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.600,42.103,5.607,0.583,1.551,1.671,1,0,12,0,0,618
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.600,42.116,5.607,0.342,0.347,0.347,2,0,13,0,0,619
8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,3.610,42.103,5.658,0.294,0.306,0.306,0,0,10,0,0,619
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.610,42.103,5.673,0.319,0.323,0.323,3,0,12,2,0,619
10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.610,42.103,5.622,0.360,0.426,0.426,2,0,13,1,0,619
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0.680,3.660,42.146,5.696,0.460,0.469,0.469,3,0,22,4,0,619
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,3.700,42.116,5.622,0.254,0.261,0.261,4,0,17,1,0,619
22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,3.760,42.116,5.694,0.716,0.791,0.792,0,0,8,3,0,618
15,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,0,0,0.680,3.800,42.132,5.694,0.771,4.382,7.718,1,0,14,3,0,618
9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0.680,3.800,42.132,5.709,0.373,0.674,0.688,0,0,7,1,0,619
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,3.790,42.132,5.746,0.541,0.555,0.555,4,0,13,0,0,619
9,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,0,0,0.680,3.810,42.116,5.781,0.479,2.670,28.553,2,0,17,1,0,619
11,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,46,0,0.680,3.840,42.132,5.746,0.646,2.431,3.160,0,0,13,2,0,619
14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0.680,3.800,42.116,5.726,0.356,2.252,28.189,3,0,11,0,0,619
11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,3.800,42.146,5.728,0.364,0.426,0.427,2,0,16,2,0,619
6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,3.810,42.146,5.763,0.289,0.303,0.303,1,0,10,1,0,619
10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0,0,0.680,3.830,42.132,5.709,0.570,0.932,0.947,1,0,6,1,0,619
17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0.680,3.830,42.146,5.763,0.668,1.027,1.042,2,0,13,0,0,619
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,3.880,42.146,5.815,0.630,0.702,0.703,3,0,11,1,0,618
9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0.680,3.880,42.146,5.815,0.507,5.388,9.362,4,0,16,2,0,619
19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0.680,3.850,42.146,5.746,0.635,0.708,0.709,1,0,15,3,0,619
14,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,3.880,42.159,5.799,0.763,1.668,1.778,0,0,7,2,0,618
7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0.680,3.800,42.159,5.783,0.311,0.326,0.326,2,0,6,1,0,619
5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,54,0,0.680,3.820,42.159,5.815,0.269,1.943,2.675,1,0,9,1,0,618
13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.680,3.820,42.146,5.746,0.558,3.022,3.865,2,0,11,1,0,619
13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0.680,3.800,42.159,5.851,0.514,0.586,0.586,1,0,9,0,0,619
10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0.680,3.800,42.146,5.851,0.452,2.191,2.927,1,0,17,1,0,618
19,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0,0,0.680,3.770,42.172,5.799,1.045,4.750,8.113,2,0,19,0,0,619
17,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,0,0.680,3.780,42.159,5.836,1.052,4.752,8.106,4,0,22,1,0,618
16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,3.830,42.159,5.799,0.690,1.549,1.660,4,0,10,0,0,619
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,3.890,42.172,5.749,0.315,0.326,0.326,2,0,10,0,0,619
24,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,41,0,0.680,3.920,42.159,5.764,0.765,2.409,3.122,3,0,16,1,0,619
